Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,latitude,longitude
Yew Hill,SU45402650,445400,126500,1220.0,England,6.0,31,1990,2020,UKBMS,51.036074,-1.3538855
Conford Moor,SU82303300,482300,133000,1057.0,England,7.0,4,1996,2017,UKBMS,51.090418,-0.82623645
Ashford Hangers 2,SU73502640,473500,126400,500.0,England,,7,1993,2001,UKBMS,51.032273,-0.9532044
Botley Wood 1,SU54501000,454500,110000,2900.0,England,11.0,26,1995,2020,UKBMS,50.886925,-1.2265802
Botley Wood 2,SU54200970,454200,109700,1200.0,England,7.0,6,1999,2004,UKBMS,50.884256,-1.2308891
Brading Quarries,SZ60108660,460100,86600,1400.0,England,10.0,13,1997,2009,UKBMS,50.675968,-1.1507961
Browndown North,SZ58209970,458200,99700,1800.0,England,8.0,9,1997,2019,UKBMS,50.793952,-1.1756184
Brownwich & Chilling,SU51500400,451500,104000,2800.0,England,12.0,16,1989,2004,UKBMS,50.833249,-1.2700679
Catherington Down,SU69201440,469200,114400,3033.0,England,9.0,26,1995,2020,UKBMS,50.924915,-1.0167967
Crabtree,SU66305190,466300,151900,1900.0,England,10.0,22,1999,2020,UKBMS,51.262412,-1.0511784
Crab Wood,SU43802950,443800,129500,550.0,England,7.0,23,1986,2020,UKBMS,51.063172,-1.376341
Crowdhill Copse,SU48901980,448900,119800,2757.0,England,9.0,16,1993,2008,UKBMS,50.975544,-1.3048733
Drayton Down,SU67202250,467200,122500,1200.0,England,,7,1998,2005,UKBMS,50.997978,-1.0437549
Firestone Copse,SZ55509080,455500,90800,1700.0,England,10.0,30,1988,2017,UKBMS,50.71419,-1.2152613
The Gillies,SU57200590,457200,105900,1300.0,England,8.0,28,1993,2020,UKBMS,50.849799,-1.18884
Ham Green Common,SU43903070,443900,130700,1700.0,England,,10,1996,2005,UKBMS,51.073955,-1.3747688
Leckford-A,SU37503750,437500,137500,,England,10.0,22,1988,2020,UKBMS,51.135551,-1.4654103
Leckford-J,SU38203570,438200,135700,1610.0,England,10.0,29,1989,2018,UKBMS,51.11932,-1.4555963
Old Burghclere Lime Quarry,SU47305740,447300,157400,1100.0,England,9.0,11,1988,2007,UKBMS,51.313753,-1.3227333
Pignal Inclosure,SU31500400,431500,104000,600.0,England,7.0,23,1998,2020,UKBMS,50.83468,-1.554056
Royal Victoria CP,SU46500780,446500,107800,4138.0,England,7.0,10,1996,2005,UKBMS,50.867841,-1.3405812
Whippingham (fields),SZ510933,451000,93300,3650.0,England,11.0,23,1998,2020,UKBMS,50.737081,-1.2786488
Whippingham (Woodhouse),SZ530930,453000,93000,950.0,England,11.0,16,1998,2013,UKBMS,50.734205,-1.2503525
Wick Wood,SU75803530,475800,135300,3056.0,England,12.0,25,1995,2020,UKBMS,51.111991,-0.9185476
Culver Down,SZ63508550,463500,85500,1500.0,England,10.0,4,1992,1995,UKBMS,50.665717,-1.1028722
Medina Valley Centre,SZ50309090,450300,90900,367.0,England,10.0,29,1988,2019,UKBMS,50.715561,-1.2888942
Emer Bog,SU39702150,439700,121500,1700.0,England,10.0,6,1992,2004,UKBMS,50.991536,-1.4357194
Bishops Waltham Moors,SU560170,456000,117000,1900.0,England,13.0,6,1991,1997,UKBMS,50.949722,-1.2041853
Itchen Valley CP Woods,SU46901670,446900,116700,1100.0,England,8.0,27,1992,2018,UKBMS,50.947835,-1.3337565
"Sandy Top, Fordingbridge",SU13301460,413300,114600,,England,,12,1994,2005,UKBMS,,
Chilworth,SU40401850,440400,118500,1950.0,England,7.0,5,1991,1995,UKBMS,50.964512,-1.4260786
Farlington Marshes Route B,SU68800520,468800,105200,1286.0,England,6.0,21,1993,2020,UKBMS,50.842244,-1.024216
Farlington Marshes Route C,SU68200430,468200,104300,1715.0,England,6.0,21,1993,2020,UKBMS,50.834223,-1.0329036
Roydon Woods - Bakers,SU31700160,431700,101600,2979.0,England,15.0,32,1985,2020,UKBMS,50.813087,-1.5514227
Roydon Woods - Calveslease,SU32200010,432200,100100,1461.0,England,11.0,23,1990,2012,UKBMS,50.799572,-1.5444571
Roydon Woods - Newlands,SU32200090,432200,100900,1014.0,England,12.0,18,1987,2004,UKBMS,50.806765,-1.5443872
Roydon Woods - Sheffield,SZ33209970,433200,99700,760.0,England,7.0,4,1997,2000,UKBMS,50.795918,-1.5303039
Roydon Woods - Woodhouse,SU310004,431000,100400,1737.0,England,11.0,20,1984,2003,UKBMS,50.802334,-1.561459
Bartley Heath Cross Lines Walk,SU72605340,472600,153400,8000.0,England,10.0,21,1983,2003,UKBMS,51.275132,-0.9605985
Bartley Heath New 1,SU72905350,472900,153500,4600.0,England,10.0,25,1996,2020,UKBMS,51.275992,-0.95627813
Bartley Heath New 2,SU72405260,472400,152600,2300.0,England,10.0,5,1997,2001,UKBMS,51.267965,-0.96362696
Roydon Woods - Southern Fields,SZ31709960,431700,99600,2842.0,England,15.0,20,2000,2020,UKBMS,50.795103,-1.5515948
The Dongas,SU490276,449000,127600,1391.0,England,8.0,11,1997,2019,UKBMS,51.045669,-1.3023981
Millfield,SU46603290,446600,132900,185.0,England,12.0,9,2002,2010,UKBMS,51.093524,-1.3359499
Parkhurst Forest 2,SZ47209120,447200,91200,4400.0,England,11.0,7,2001,2007,UKBMS,50.718518,-1.3327623
Parkhurst Forest 3,SZ46809150,446800,91500,,England,11.0,7,2001,2007,UKBMS,50.721248,-1.3383901
Bushfield Camp,SU470275,447000,127500,,England,,3,2001,2005,UKBMS,51.044937,-1.3309387
Hamble Common,SU48400610,448400,106100,1995.0,England,6.0,20,2001,2020,UKBMS,50.852399,-1.3138076
Itchen Valley Country Park 3 Copses,SU460160,446000,116000,,England,8.0,16,2003,2018,UKBMS,50.941614,-1.3466552
Peartree Green,SU43701150,443700,111500,1500.0,England,8.0,7,2003,2013,UKBMS,50.901329,-1.3799268
Titchfield Haven 2,SU53300240,453300,102400,,England,6.0,2,2001,2002,UKBMS,50.8187,-1.2447423
Broughton Down 2,SU290320,429000,132000,2720.0,England,13.0,15,2004,2018,UKBMS,51.086588,-1.5873331
Catherington Lith,SU70401380,470400,113800,1980.0,England,10.0,15,2000,2017,UKBMS,50.919375,-0.99984155
Dell Piece West,SU70101250,470100,112500,500.0,England,7.0,14,2002,2017,UKBMS,50.907723,-1.0043581
Hazleton Common,SU70201230,470200,112300,,England,10.0,3,2000,2003,UKBMS,50.905913,-1.0029745
"Windmill Hill, Chalton",SU71201760,471200,117600,3280.0,England,7.0,16,2003,2020,UKBMS,,
Parsonage Field,SU69501440,469500,114400,100.0,England,1.0,16,2003,2020,UKBMS,50.924879,-1.012529
Gait Barrows NNR (Warden's),SD48307740,348300,477400,1900.0,England,5.0,22,1982,2003,UKBMS,54.189747,-2.7938061
Heald Brow NT,SD46807390,346800,473900,2600.0,England,10.0,24,1996,2020,UKBMS,54.158141,-2.8161716
Heathwaite NT,SD44807680,344800,476800,3500.0,England,7.0,28,1993,2020,UKBMS,54.18399,-2.8473274
Helsington Barrows NT,SD48909040,348900,490400,2600.0,England,15.0,24,1996,2020,UKBMS,54.306631,-2.786833
Hutton Roof (CWT),SD54507740,354500,477400,2300.0,England,16.0,8,1995,2003,UKBMS,54.190336,-2.6987987
Hutton Roof (Dalton Crag FC),SD56507770,356500,477700,2400.0,England,7.0,11,1996,2008,UKBMS,54.193206,-2.668194
Hutton Roof Common,SD560780,356000,478000,4600.0,England,8.0,17,2000,2018,UKBMS,54.195859,-2.6759006
Jack Scout NT,SD45907360,345900,473600,1150.0,England,11.0,26,1994,2019,UKBMS,54.155351,-2.8298981
Latterbarrow CWT,SD43908280,343900,482800,1100.0,England,6.0,23,1996,2020,UKBMS,54.23781,-2.862239
Trowbarrow Quarry LNR,SD480758,348000,475800,2031.0,England,14.0,14,1996,2009,UKBMS,54.175338,-2.7981261
Warton Crag LNR,SD49407270,349400,472700,3181.0,England,15.0,28,1989,2018,UKBMS,54.14762,-2.7761589
Warton Crag LWT,SD49307340,349300,473400,5400.0,England,15.0,18,1992,2010,UKBMS,54.153901,-2.7778077
Warton Crag RSPB,SD48807310,348800,473100,2800.0,England,7.0,30,1990,2019,UKBMS,54.151155,-2.7854117
Whitbarrow - Howe Ridding pNNR,SD43508750,343500,487500,1410.0,England,15.0,25,1996,2020,UKBMS,54.280001,-2.8692636
Witherslack Woods LNR,SD43508650,343500,486500,3800.0,England,15.0,23,1985,2010,UKBMS,54.271015,-2.8690745
Whitbarrow NNR  - Wakebarrow,SD450870,345000,487000,3505.0,England,15.0,21,1996,2020,UKBMS,54.275672,-2.8461364
Whitbarrow NNR - Farrer's Allotment,SD45408560,345400,485600,4100.0,England,15.0,23,1996,2019,UKBMS,54.263134,-2.8397385
Whitbarrow NNR - Hervey CWT,SD440870,344000,487000,4000.0,England,11.0,23,1995,2020,UKBMS,54.275563,-2.8614915
Lambhowe Plantation North,SD41609150,341600,491500,2450.0,England,11.0,5,1996,2002,UKBMS,54.315732,-2.8992243
Ainsdale NNR,SD28501050,328500,410500,,England,7.0,18,1980,1997,UKBMS,53.586189,-3.081554
Arnside Knott NT,SD45507640,345500,476400,4700.0,England,12.0,28,1991,2019,UKBMS,54.18047,-2.83653
Barkbooth Lot (CWT),SD41509060,341500,490600,1460.0,England,10.0,20,1993,2020,UKBMS,54.307633,-2.9005846
Brigsteer Park Wood (NT),SD48708800,348700,488000,3000.0,England,6.0,24,1992,2019,UKBMS,54.285044,-2.7894936
Dick Fell,SD47307970,347300,479700,1295.0,England,7.0,22,1996,2019,UKBMS,54.210314,-2.8095336
Eaves Wood NT,SD46407630,346400,476300,4500.0,England,11.0,29,1991,2019,UKBMS,54.179667,-2.8227242
Flash Bank Wood NT,SD48808810,348800,488100,950.0,England,5.0,23,1992,2019,UKBMS,54.285952,-2.7879748
Seaforth Nature Reserve,SJ31909700,331900,397000,1300.0,England,1.0,9,1990,2001,UKBMS,53.465319,-3.0272621
Heysham Local Nature Reserve,SD40506000,340500,460000,,England,10.0,8,1988,1998,UKBMS,54.032538,-2.9098948
Teddy Heights (old),SD47407910,347400,479100,,England,7.0,2,1998,1999,UKBMS,54.204932,-2.8078952
Clints Quarry,NY00801230,300800,512300,1205.0,England,,8,2011,2018,UKBMS,54.496291,-3.5331596
Waitby Greenriggs,NY760085,376000,508500,,England,14.0,13,1998,2020,UKBMS,54.471292,-2.3718304
Campfield Marsh,NY20506020,320500,560200,1810.0,England,,4,1997,2001,UKBMS,54.930122,-3.2421694
Martin Mere,SD42201450,342200,414500,3600.0,England,6.0,18,1995,2012,UKBMS,53.62383,-2.8753743
Mere Sands Wood New,SD44701570,344700,415700,1905.0,England,8.0,4,2004,2007,UKBMS,53.634885,-2.837794
"Radbrook, Downham",SD78104300,378100,443000,2570.0,England,14.0,2,2002,2003,UKBMS,,
Brant Whetland,SD33709370,333700,493700,295.0,England,4.0,13,2001,2019,UKBMS,54.334534,-3.0211322
Field of Dreams,SD47507500,347500,475000,1030.0,England,9.0,19,2002,2020,UKBMS,54.168098,-2.8056454
Holme Park Fell,SD54107910,354100,479100,3315.0,England,10.0,19,2002,2020,UKBMS,54.205577,-2.7051885
Yealand Hall Allotment,SD490764,349000,476400,4000.0,England,14.0,19,2002,2020,UKBMS,54.180831,-2.7829098
Holme Park Quarry Reserve,SD53707830,353700,478300,1092.0,England,11.0,15,2003,2017,UKBMS,54.198352,-2.7111968
Coldwell Parrock,SD480778,348000,477800,955.0,England,3.0,19,2002,2020,UKBMS,54.193311,-2.7984724
Lancelot Clark Storth,SD54607720,354600,477200,2285.0,England,15.0,24,1995,2019,UKBMS,54.188547,-2.6972361
Gait Barrows NNR (Warden's),SD48307740,348300,477400,1900.0,England,15.0,28,1993,2020,UKBMS,54.189747,-2.7938061
Lambhowe Plantation North,SD41109160,341100,491600,1360.0,England,8.0,3,2003,2005,UKBMS,54.316573,-2.9069289
Teddy Heights,SD47407910,347400,479100,2200.0,England,6.0,18,1998,2019,UKBMS,54.204932,-2.8078952
Beetham Fell,SD48707930,348700,479300,3190.0,England,12.0,13,2005,2018,UKBMS,54.206862,-2.7880016
Burton Fell,SD54507780,354500,477800,2290.0,England,10.0,17,2002,2020,UKBMS,54.193931,-2.6988594
Dobshall Wood,SD450780,345000,478000,1095.0,England,7.0,14,2006,2020,UKBMS,54.194795,-2.844483
North Walney NNR,SD170723,317000,472300,4000.0,England,12.0,3,2007,2010,UKBMS,54.139807,-3.2719692
Foulshaw Moss,SD460860,346000,486000,2700.0,England,5.0,2,2006,2007,UKBMS,54.266792,-2.8306004
Witherslack Hall Woods,SD43508680,343500,486800,2233.0,England,10.0,12,2007,2018,UKBMS,54.273711,-2.8691312
Marble Quarry,SD498788,349800,478800,2005.0,England,6.0,1,2008,2008,UKBMS,54.202478,-2.771055
Meathop Moss,SD447821,344700,482100,1980.0,England,8.0,10,2008,2017,UKBMS,54.231607,-2.8498369
Seven Acres,SD737094,373700,409400,2959.0,England,10.0,8,2009,2019,UKBMS,53.580527,-2.3987019
Hampsfield Allotment,SD398807,339800,480700,2010.0,England,5.0,3,2009,2011,UKBMS,54.218472,-2.9247143
Trowbarrow Quarry - New (2010),SD480758,348000,475800,2092.0,England,12.0,11,2010,2020,UKBMS,54.175338,-2.7981261
Middlebarrow Wood,SD464769,346400,476900,2890.0,England,13.0,11,2010,2020,UKBMS,54.185058,-2.8228313
Burton Fell Extension,SD543777,354300,477700,400.0,England,2.0,3,2010,2012,UKBMS,54.193014,-2.7019092
Warton Crag LWT2,SD491731,349100,473100,4020.0,England,15.0,7,2011,2018,UKBMS,54.151185,-2.780819
Thack Beck,NY506307,350600,530700,,England,8.0,1,2012,2012,UKBMS,54.668939,-2.7674641
Ainsdale Sand Dunes NNR,SD288106,328800,410600,5325.0,England,13.0,8,2013,2020,UKBMS,53.587128,-3.0770459
Myers Allotment Two,SD474750,347400,475000,850.0,England,10.0,8,2013,2020,UKBMS,54.168088,-2.8071769
Hartsop Dodd,NY413115,341300,511500,,England,,7,2013,2019,UKBMS,54.495415,-2.9077971
Wartbarrow SSSI,SD390767,339000,476700,2200.0,England,10.0,2,2014,2015,UKBMS,54.182433,-2.936168
South Walney Nature Reserve,SD225620,322500,462000,2962.0,England,7.0,7,2014,2020,UKBMS,54.048115,-3.18516
Smardale Gill Extension,NY734081,373400,508100,1000.0,England,2.0,7,2014,2020,UKBMS,54.467567,-2.4119113
Hampsfell 2,SD404804,340400,480400,2615.0,England,10.0,6,2014,2019,UKBMS,54.215847,-2.9154545
Halecat,SD434835,343400,483500,,England,12.0,7,2014,2020,UKBMS,54.244045,-2.8700419
Heysham Nature Reserve,SD406600,340600,460000,1000.0,England,10.0,5,2015,2019,UKBMS,54.032549,-2.9083683
Marble Quarry 2,SD499779,349900,477900,2384.0,England,10.0,1,2015,2015,UKBMS,54.194399,-2.7693719
Nob End SSSI,SD749063,374900,406300,1251.0,England,10.0,3,2016,2018,UKBMS,53.552723,-2.3803276
Crosby Coastguard Station,SD298008,329800,400800,,England,,4,2017,2020,UKBMS,53.499193,-3.0597397
Brockholes NR,SD587307,358700,430700,,England,,3,2017,2019,UKBMS,53.770993,-2.6280889
Brockholes NR 2,SD586308,358600,430800,,England,,3,2017,2019,UKBMS,53.771884,-2.6296195
Dove Stone East,SE019037,401900,403700,,England,,3,2017,2019,UKBMS,53.529956,-1.9728073
Dove Stone West,SE019047,401900,404700,,England,,3,2017,2019,UKBMS,53.538944,-1.9728015
Meathop Moss 2,SD443820,344300,482000,1900.0,England,8.0,2,2018,2019,UKBMS,54.230665,-2.8559538
St Annes LNR,SD310306,331000,430600,2080.0,England,14.0,3,2018,2020,UKBMS,53.767156,-3.0482725
Coldwell Meadows,SD348478,334800,447800,2730.0,England,11.0,1,2019,2019,UKBMS,53.922214,-2.9942898
Middlebarrow Wood section 14,SD464769,346400,476900,,England,1.0,1,2019,2019,UKBMS,54.185058,-2.8228313
Ainsdale NNR specific species,SD302112,330200,411200,1320.0,England,4.0,2,2019,2020,UKBMS,53.592709,-3.0560355
Brockholes NR 3,SD582303,358200,430300,2308.0,England,15.0,1,2019,2019,UKBMS,53.767358,-2.6356202
Barton Hills,TL08602960,508600,229600,2700.0,England,8.0,13,1987,2000,UKBMS,51.954295,-0.42109152
Blows Downs West,TL03402170,503400,221700,3900.0,England,,2,1995,1996,UKBMS,51.884282,-0.49910134
Blows Downs North,TL03402110,503400,221100,2900.0,England,,3,1995,1997,UKBMS,51.878889,-0.49928092
"Blows Downs, Old walk",TL030215,503000,221500,6800.0,England,,1,1994,1994,UKBMS,,
Bradgers Hill,TL09702440,509700,224400,1900.0,England,,4,1995,2000,UKBMS,51.907345,-0.40674727
Coronation Pit,TL03304340,503300,243400,,England,,3,1995,1997,UKBMS,52.079332,-0.49402729
"Dallow Downs, Winsdon Hill",TL07802110,507800,221100,,England,,2,1999,2000,UKBMS,,
"Dallow Downs, Runley Woods",TL07302150,507300,221500,,England,,2,1999,2000,UKBMS,,
Dunstable Downs,TL00602050,500600,220500,2000.0,England,9.0,17,1993,2020,UKBMS,51.874008,-0.54011763
Hill Rise,TL04605100,504600,251000,400.0,England,1.0,15,1994,2011,UKBMS,52.147392,-0.47273218
Priory Country Park,TL07504930,507500,249300,2000.0,England,5.0,23,1993,2020,UKBMS,52.131558,-0.43090391
Sundon New Chalk Quarry,TL04102710,504100,227100,5400.0,England,,5,1995,2003,UKBMS,51.932686,-0.48730511
Sundon Old Quarry,TL03902810,503900,228100,2600.0,England,,2,1995,1996,UKBMS,51.941711,-0.48991124
Totternhoe Old Chalk Quarry,SP98502250,498500,222500,2450.0,England,9.0,22,1993,2016,UKBMS,51.892359,-0.57004104
Galley & Warden Hills,TL090263,509000,226300,6000.0,England,14.0,6,1995,2000,UKBMS,51.924559,-0.41631796
Harlington Road,TL04602880,504600,228800,300.0,England,,2,2001,2002,UKBMS,51.947871,-0.47951905
Sharpenhoe Clappers,TL06703030,506700,230300,2300.0,England,11.0,29,1989,2020,UKBMS,51.960954,-0.44851159
Whipsnade Downs,TL01201820,501200,218200,2500.0,England,11.0,26,1987,2016,UKBMS,51.853227,-0.53207829
Totternhoe Knolls,SP97902200,497900,222000,1800.0,England,10.0,19,1987,2005,UKBMS,51.88797,-0.57889886
Foster Hill Cemetery,TL04905120,504900,251200,,England,,1,2003,2003,UKBMS,52.149133,-0.46828783
Old Warden Tunnel,TL110440,511000,244000,1188.0,England,8.0,15,2006,2020,UKBMS,52.083236,-0.38151823
Bedford Old Cemetery,TL050512,505000,251200,1940.0,England,5.0,6,2006,2011,UKBMS,52.149114,-0.46682688
Totternhoe Old Chalk Quarry SSSI Section 10,SP980225,498000,222500,400.0,England,1.0,4,2006,2015,UKBMS,51.892447,-0.57730443
Knocking hoe,TL131307,513100,230700,1508.0,England,8.0,6,2013,2020,UKBMS,51.963285,-0.35527557
Whipsnade SSSI,SP998179,499800,217900,2000.0,England,9.0,7,2013,2019,UKBMS,51.850783,-0.55248441
Ring Haw,TL053973,505300,297300,2325.0,England,6.0,7,2014,2020,UKBMS,52.563352,-0.44799771
Mowsbury Hillfort,TL065532,506500,253200,1200.0,England,9.0,7,2014,2020,UKBMS,52.166801,-0.4442863
Sulby Gardens with Sulby Covert,SP662818,466200,281800,1840.0,England,7.0,1,2015,2015,UKBMS,52.430182,-1.0277788
Whitestones Twywell Hills & Dales,SP939775,493900,277500,1362.0,England,10.0,4,2016,2019,UKBMS,52.387486,-0.62169057
Bucknell Woods,SP658448,465800,244800,1000.0,England,10.0,5,2016,2020,UKBMS,52.097636,-1.0408628
Sulby Gardens and environs,SP661818,466100,281800,2000.0,England,10.0,5,2016,2020,UKBMS,52.430194,-1.0292494
Bradgers Hill,TL095245,509500,224500,1700.0,England,8.0,4,2016,2020,UKBMS,51.908283,-0.40962162
Harrold Odell Country Park,SP956566,495600,256600,,England,,4,2017,2020,UKBMS,52.199353,-0.60264292
Wellingborough,SP903674,490300,267400,,England,,3,2017,2019,UKBMS,52.297315,-0.67728359
Nene Wetlands Nature Reserve,SP939679,493900,267900,3410.0,England,4.0,2,2018,2019,UKBMS,52.301206,-0.62437097
Salcey Forest North,SP809520,480900,252000,3000.0,England,10.0,1,2020,2020,UKBMS,52.160356,-0.81876825
Salcey Forest South,SP805505,480500,250500,2560.0,England,10.0,1,2020,2020,UKBMS,52.146931,-0.82496937
Holtspur Bank LNR,SU91609030,491600,190300,2000.0,England,,3,1995,1997,UKBMS,51.604099,-0.67875017
Grendon & Doddershall Woods,SP700210,470000,221000,3800.0,England,13.0,26,1995,2020,UKBMS,51.883177,-0.98441179
Homefield Wood,SU81308670,481300,186700,1109.0,England,,7,1993,2000,UKBMS,51.573316,-0.82827271
Black Boy Field,SP78202150,478200,221500,,England,,5,1996,2000,UKBMS,51.886583,-0.8651889
Little Wittenham Nature Reserve,SU56809250,456800,192500,4900.0,England,15.0,12,1989,2014,UKBMS,51.628456,-1.1808119
College Lake,SP93501390,493500,213900,2450.0,England,6.0,20,2001,2020,UKBMS,51.815919,-0.64500021
Aston Clinton Ragpits,SP88801080,488800,210800,900.0,England,2.0,25,1996,2020,UKBMS,51.788819,-0.71395707
Finemere Wood,SP72102160,472100,221600,2820.0,England,8.0,27,1994,2020,UKBMS,51.888303,-0.95378217
Pitstone Fen,SP93701410,493700,214100,1800.0,England,,3,1990,1996,UKBMS,51.817683,-0.64204566
Coombe Hill,SP84700670,484700,206700,650.0,England,4.0,26,1994,2020,UKBMS,51.752599,-0.77438344
"Little Wittenham, Hill Farm",SU56209230,456200,192300,3445.0,England,10.0,22,1996,2020,UKBMS,,
Bowdown (Baynes/Bomb Site),SU50806500,450800,165000,1750.0,England,8.0,34,1986,2020,UKBMS,51.381784,-1.2714377
Aston Upthorpe Downs,SU54508370,454500,183700,3500.0,England,8.0,28,1993,2020,UKBMS,51.549567,-1.2154
Blue Lagoon,SP86803270,486800,232700,1695.0,England,14.0,5,1996,2000,UKBMS,51.985985,-0.73744274
Howbery Park,SU61509000,461500,190000,1000.0,England,1.0,25,1995,2019,UKBMS,51.605487,-1.1133578
M40 Compensation Area,SP62901020,462900,210200,1620.0,England,7.0,30,1991,2020,UKBMS,51.786932,-1.0895089
Burnham Beeches (Old walk),SU95408500,495400,185000,5500.0,England,15.0,3,1989,1991,UKBMS,51.555828,-0.62533535
Burnham Beeches (New walk),SU95408500,495400,185000,7100.0,England,15.0,28,1992,2020,UKBMS,51.555828,-0.62533535
Crong,SP90400880,490400,208800,1035.0,England,2.0,19,2001,2020,UKBMS,51.770586,-0.6912865
Moor Copse Nature Reserve,SU63707410,463700,174100,1800.0,England,5.0,20,2001,2020,UKBMS,51.462298,-1.0844663
Carmel College Marsh,SU610874,461000,187400,1400.0,England,8.0,19,1995,2014,UKBMS,51.582167,-1.1210279
Lardon Chase,SU58708090,458700,180900,1000.0,England,6.0,24,1997,2020,UKBMS,51.523973,-1.1553008
Dancersend,SP900095,490000,209500,2800.0,England,14.0,20,2001,2020,UKBMS,51.776942,-0.69690066
Foundation Park,SU85707950,485700,179500,1635.0,England,10.0,4,2003,2006,UKBMS,51.507942,-0.76654895
Carrinton's New Farm,SU88409000,488400,190000,2580.0,England,10.0,18,2003,2020,UKBMS,51.601913,-0.72501912
Prestwood Picnic Site,SU86709920,486700,199200,500.0,England,4.0,1,2003,2003,UKBMS,51.684876,-0.74728171
Kindersley Centre Sheepdrove,SU35208180,435200,181800,2000.0,England,10.0,1,2003,2003,UKBMS,51.534014,-1.4939173
"Brush Hill, Princes Risborough",SP82100340,482100,203400,1320.0,England,10.0,15,2004,2020,UKBMS,,
College Lake New 2003,SP93501390,493500,213900,1250.0,England,5.0,20,2001,2020,UKBMS,51.815919,-0.64500021
Howe Park Wood,SP83303440,483300,234400,2021.0,England,11.0,1,2002,2002,UKBMS,52.001801,-0.78798409
Linford Wood,SP850401,485000,240100,2038.0,England,10.0,1,2002,2002,UKBMS,52.052778,-0.76181242
Monkstone & Oakgrove Park,SP87803850,487800,238500,2010.0,England,11.0,1,2002,2002,UKBMS,52.037961,-0.72139981
Rushbeds Wood,SP650155,465000,215500,,England,9.0,1,2002,2002,UKBMS,51.834338,-1.058076
Stonepits Park,SP84604200,484600,242000,2005.0,England,12.0,1,2002,2002,UKBMS,52.069918,-0.76717431
Hosehill LNR,SU64906970,464900,169700,1685.0,England,15.0,13,2005,2019,UKBMS,51.422604,-1.0680008
