Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
3886,"Portsdown SSSI East 7 - 10","SU657063",465700,106300,2037,"England",9,6,2015,2020,"UKBMS"
3887,"Holmsley","SU225004",422500,100400,2850,"England",10,6,2015,2020,"UKBMS"
3888,"Ridge Copse","SU347181",434700,118100,3000,"England",9,6,2015,2020,"UKBMS"
3889,"Hasley","SU195119",419500,111900,2850,"England",6,6,2015,2020,"UKBMS"
3890,"Hollybank Woods Transect 1","SU745081",474500,108100,1000,"England",6,6,2015,2020,"UKBMS"
3891,"Mottisfont Park and Gardens","SU326270",432600,127000,2508,"England",6,5,2015,2019,"UKBMS"
3892,"Pondhead Wood","SU308070",430800,107000,2539,"England",10,6,2015,2020,"UKBMS"
3893,"Tidpit Common","SU067180",406700,118000,2700,"England",9,6,2015,2020,"UKBMS"
3894,"Morn Hill (Mound Meadow)","SU518292",451800,129200,403,"England",5,2,2015,2016,"UKBMS"
3895,"Manor Farm & Country Park","SU490112",449000,111200,1000,"England",1,1,2015,2015,"UKBMS"
3896,"Fields Heath","SU451023",445100,102300,3200,"England",10,6,2015,2020,"UKBMS"
3897,"Mockbeggar","SU158088",415800,108800,2997,"England",10,5,2016,2020,"UKBMS"
3898,"Magdalen Hill Down (Tree & Shrub East)","SU510293",451000,129300,767,"England",5,5,2016,2020,"UKBMS"
3899,"Pitt Down","SU417293",441700,129300,1282,"England",8,5,2016,2020,"UKBMS"
3900,"Bubbenhall Meadow","SP373717",437300,271700,1214,"England",5,13,2008,2020,"UKBMS"
3901,"Bubbenhall Wood","SP369717",436900,271700,1112,"England",5,13,2008,2020,"UKBMS"
3902,"HARBURY SPOILBANK NORTH","SP385602",438500,260200,780,"England",3,13,2008,2020,"UKBMS"
3903,"Ryton Meadows Bund (Species)","SP377728",437700,272800,504,"England",1,13,2008,2020,"UKBMS"
3904,"STOCKTON","SP440650",444000,265000,1420,"England",4,10,2008,2020,"UKBMS"
3905,"Ufton Fields","SP381615",438100,261500,1150,"England",4,2,2008,2009,"UKBMS"
3906,"Wappenbury Wood","SP379710",437900,271000,923,"England",5,13,2008,2020,"UKBMS"
3907,"Weston and Waverley Woods","SP355707",435500,270700,1250,"England",5,3,2008,2010,"UKBMS"
3908,"RSPB Middleton Lakes 1 (old)","SP195984",419500,298400,1303,"England",4,3,2009,2011,"UKBMS"
3909,"RSPB Middleton Lakes 2 (old)","SP202989",420200,298900,1179,"England",3,3,2009,2011,"UKBMS"
3910,"Hartshill Hayes","SP321939",432100,293900,3728,"England",8,2,2009,2010,"UKBMS"
3911,"Deans Green","SP132682",413200,268200,600,"England",3,11,2010,2020,"UKBMS"
3912,"Welches Meadow","SP326658",432600,265800,1230,"England",8,10,2010,2019,"UKBMS"
3913,"Draycote Water","SP466693",446600,269300,1232,"England",4,10,2011,2020,"UKBMS"
3914,"Ufton Fields NR (2011 route)","SP378615",437800,261500,2169,"England",7,10,2011,2020,"UKBMS"
3915,"Ryton Pools Country Park","SP374725",437400,272500,962,"England",6,10,2011,2020,"UKBMS"
3916,"South Cubbington","SP349689",434900,268900,1566,"England",8,1,2012,2012,"UKBMS"
3917,"Lighthorne Quarry","SP345565",434500,256500,350,"England",6,3,2011,2013,"UKBMS"
3918,"Brandon Marsh","SP385755",438500,275500,1848,"England",8,8,2012,2019,"UKBMS"
3919,"Brandon Wood","SP394766",439400,276600,2900,"England",10,9,2012,2020,"UKBMS"
3920,"Coombe Abbey Country Park Meadows","SP401796",440100,279600,1300,"England",4,9,2012,2020,"UKBMS"
3921,"Coombe Abbey Country Park Poolside","SP392789",439200,278900,2340,"England",4,9,2012,2020,"UKBMS"
3922,"Coombe Abbey Country Park Woodland","SP395799",439500,279900,2055,"England",7,9,2012,2020,"UKBMS"
3923,"Drayote Water Treatment","SP453703",445300,270300,1030,"England",6,9,2012,2020,"UKBMS"
3924,"Hampton Wood","SP254600",425400,260000,2181,"England",9,10,2011,2020,"UKBMS"
3925,"Long Itchington (SUSTRANS)","SP408656",440800,265600,231,"England",4,9,2012,2020,"UKBMS"
3926,"New Hall Valley Country Park","SP134946",413400,294600,3300,"England",10,2,2012,2013,"UKBMS"
3927,"Southam Old Quarry","SP420642",442000,264200,1350,"England",9,9,2012,2020,"UKBMS"
3928,"Sutton Park Banners Gate","SP092956",409200,295600,50,"England",1,1,2012,2012,"UKBMS"
3929,"Sutton Park Blackroot","SP103975",410300,297500,470,"England",2,2,2012,2013,"UKBMS"
3930,"Sutton Park Bracebridge","SP103976",410300,297600,410,"England",2,2,2012,2013,"UKBMS"
3931,"Sutton Park Gun Targets","SP088966",408800,296600,100,"England",1,2,2012,2013,"UKBMS"
3932,"Sutton Park Little Bracebridge","SP095984",409500,298400,75,"England",1,2,2012,2013,"UKBMS"
3933,"Sutton Park Lower Longmoor","SP094961",409400,296100,100,"England",1,2,2012,2013,"UKBMS"
3934,"Sutton Park Lower Nut Hurst","SP103967",410300,296700,120,"England",1,2,2012,2013,"UKBMS"
3935,"Sutton Park Streetly Heath","SP090982",409000,298200,50,"England",1,1,2012,2012,"UKBMS"
3936,"RSPB Middleton Lakes 1","SP193982",419300,298200,2432,"England",8,8,2012,2019,"UKBMS"
3937,"RSPB Middleton Lakes 2","SP202989",420200,298900,2410,"England",5,8,2012,2019,"UKBMS"
3938,"Weston and Waverley Woods (2013 route)","SP353700",435300,270000,,"England",,8,2013,2020,"UKBMS"
3939,"Fenny Compton Tunnels","SP438522",443800,252200,1663,"England",9,8,2013,2020,"UKBMS"
3940,"Swift Valley Country Park","SP505775",450500,277500,2730,"England",9,8,2013,2020,"UKBMS"
3941,"Tasker's Meadow","SP438651",443800,265100,710,"England",5,7,2014,2020,"UKBMS"
3942,"Binswood Allotments","SP307668",430700,266800,966,"England",8,7,2014,2020,"UKBMS"
3943,"Old Nun Wood","SP382709",438200,270900,480,"England",4,6,2015,2020,"UKBMS"
3944,"Ashlawn Cutting","SP516731",451600,273100,3634,"England",9,5,2016,2020,"UKBMS"
3946,"Stockton Locks","SP433648",443300,264800,1070,"England",7,2,2016,2017,"UKBMS"
3948,"Charlecote Place's & Hill Park","SP260566",426000,256600,1970,"England",5,4,2016,2019,"UKBMS"
3949,"Southam Bypass North","SP421626",442100,262600,815,"England",4,5,2016,2020,"UKBMS"
3950,"Charlecote Gardens","SP259563",425900,256300,1100,"England",7,4,2016,2019,"UKBMS"
3951,"Newton Cutting","SP531787",453100,278700,965,"England",11,2,2016,2017,"UKBMS"
3952,"Blue Lias Meadows","SP426647",442600,264700,780,"England",9,2,2016,2017,"UKBMS"
3953,"Charlecote West Park","SP259562",425900,256200,2217,"England",7,4,2016,2019,"UKBMS"
3956,"Haseley Gathering Grounds","SP235684",423500,268400,2015,"England",7,3,2016,2018,"UKBMS"
3957,"Haseley Mill","SP235684",423500,268400,822,"England",8,3,2016,2018,"UKBMS"
3958,"Fenny Compton Tunnels Copse","SP434524",443400,252400,519,"England",4,5,2016,2020,"UKBMS"
3960,"Weston & Waverley (Purple Emperor)","SP354702",435400,270200,200,"England",1,4,2016,2020,"UKBMS"
3961,"Hay Wood","SP208710",420800,271000,,"England",,2,2017,2018,"UKBMS"
3962,"Foundry Wood","SP310653",431000,265300,,"England",,3,2017,2019,"UKBMS"
3963,"Sun Rising Natural Burial Ground","SP350459",435000,245900,,"England",,4,2017,2020,"UKBMS"
3964,"Wolvey Meadows","SP423879",442300,287900,,"England",,3,2017,2019,"UKBMS"
3965,"Wolvey Old Cricket Field","SP430881",443000,288100,,"England",,3,2017,2019,"UKBMS"
3966,"Stockton Cutting (New)","SP439649",443900,264900,,"England",,4,2017,2020,"UKBMS"
3967,"Malpass","SP487759",448700,275900,,"England",,4,2017,2020,"UKBMS"
3968,"Ettington Cutting North","SP264491",426400,249100,1008,"England",3,3,2018,2020,"UKBMS"
3969,"Packwood House","SP174722",417400,272200,2427,"England",12,3,2018,2020,"UKBMS"
3970,"Ettington Cutting South","SP264486",426400,248600,611,"England",4,3,2018,2020,"UKBMS"
3971,"HoEF Noleham A","SP144484",414400,248400,1075,"England",4,3,2018,2020,"UKBMS"
3972,"HoEF Noleham B","SP144490",414400,249000,330,"England",2,3,2018,2020,"UKBMS"
3973,"HoEF Noleham C","SP142491",414200,249100,800,"England",4,3,2018,2020,"UKBMS"
3974,"Southam Bypass South","SP418611",441800,261100,131,"England",2,3,2018,2020,"UKBMS"
3975,"Napton Church Meadow","SP462613",446200,261300,724,"England",4,3,2018,2020,"UKBMS"
3976,"Napton Church","SP463612",446300,261200,202,"England",4,3,2018,2020,"UKBMS"
3977,"HoEF Alne Wood","SP107614",410700,261400,1500,"England",7,2,2019,2020,"UKBMS"
3978,"HoEF Alne Park","SP105612",410500,261200,548,"England",4,2,2019,2020,"UKBMS"
3979,"HoEF Alne Plantations","SP103612",410300,261200,444,"England",3,2,2019,2020,"UKBMS"
3980,"HoEF Coughton Park","SP064608",406400,260800,2300,"England",5,2,2019,2020,"UKBMS"
3981,"Newton Cutting","SP531787",453100,278700,750,"England",8,2,2019,2020,"UKBMS"
3982,"Newton Cutting South","SP529785",452900,278500,620,"England",4,2,2019,2020,"UKBMS"
3983,"HoEF College Wood","SP082636",408200,263600,2186,"England",5,1,2020,2020,"UKBMS"
3984,"HoEF Morgrove Coppice","SP098627",409800,262700,290,"England",2,1,2020,2020,"UKBMS"
3985,"HoEF Spernal Park","SP101626",410100,262600,1600,"England",7,1,2020,2020,"UKBMS"
3986,"HoEF Spernal Plantations","SP098629",409800,262900,1350,"England",5,1,2020,2020,"UKBMS"
3987,"HoEF Netherstead Options Field","SP105642",410500,264200,1350,"England",4,1,2020,2020,"UKBMS"
3988,"HoEF Netherstead Plantations","SP109638",410900,263800,1650,"England",7,1,2020,2020,"UKBMS"
3989,"HoEF Bannam's Wood","SP112639",411200,263900,650,"England",3,1,2020,2020,"UKBMS"
4000,"BRONZEFIELD","TQ055715",505500,171500,2020,"England",8,3,2008,2010,"UKBMS"
4001,"Great Ashby Park","TL267269",526700,226900,,"England",9,2,2008,2009,"UKBMS"
4002,"Waterford Heath South","TL317149",531700,214900,,"England",7,13,2008,2020,"UKBMS"
4003,"Wingrave Road to Marshcroft Lane","SP926127",492600,212700,10250,"England",5,4,2009,2012,"UKBMS"
4004,"Butterfly World","TL127043",512700,204300,3150,"England",8,7,2009,2016,"UKBMS"
4005,"Hounslow Heath","TQ121749",512100,174900,,"England",10,4,2010,2013,"UKBMS"
4006,"Templewood - Muddy Bottom to Pentley Park Entrance","TL235142",523500,214200,300,"England",6,7,2010,2016,"UKBMS"
4007,"Sherrards Park Wood - Red Lion to Reddings","TL224140",522400,214000,800,"England",7,7,2010,2016,"UKBMS"
4008,"Sherrards Park Wood Reddings - 2010 route","TL230135",523000,213500,,"England",4,6,2010,2016,"UKBMS"
4009,"Heartwood Forest","TL163109",516300,210900,4150,"England",7,11,2010,2020,"UKBMS"
4010,"Northaw Great Wood Middleway","TL280040",528000,204000,662,"England",4,2,2011,2012,"UKBMS"
4011,"Northaw Great Wood Bridleway (single section)","TL285043",528500,204300,519,"England",1,2,2011,2012,"UKBMS"
4012,"Tring Park (9 sections)","SP927100",492700,210000,,"England",9,7,2011,2020,"UKBMS"
4013,"Lake Farm Country Park","TQ090804",509000,180400,,"England",8,9,2011,2019,"UKBMS"
4014,"Bedfont Lakes (shortened route)","TQ080724",508000,172400,,"England",14,3,2011,2013,"UKBMS"
4015,"Lakeside Nature Reserve","SP922124",492200,212400,,"England",1,10,2011,2020,"UKBMS"
4016,"Parkland Walk South","TQ288878",528800,187800,1394,"England",6,7,2012,2018,"UKBMS"
4017,"Dane Farm Field Kimpton","TL153173",515300,217300,,"England",15,1,2012,2012,"UKBMS"
4018,"Sherrards Park Wood (six ways mid section)","TL230134",523000,213400,,"England",1,5,2012,2016,"UKBMS"
4019,"Harpenden Common","TL137134",513700,213400,,"England",10,8,2011,2020,"UKBMS"
4020,"Stocker's Lake 2012","TQ045935",504500,193500,3150,"England",12,9,2012,2020,"UKBMS"
4021,"Roughdown Common (Lower)","TL048055",504800,205500,1370,"England",10,9,2012,2020,"UKBMS"
4022,"Gravel Hill","TL216170",521600,217000,,"England",,8,2013,2020,"UKBMS"
4023,"St James's Park / Green Park","TQ295798",529500,179800,,"England",,7,2013,2019,"UKBMS"
4024,"Walpole Park","TQ173802",517300,180200,,"England",,6,2013,2020,"UKBMS"
4025,"Wormwood Scrubs","TQ224818",522400,181800,,"England",,1,2013,2013,"UKBMS"
4026,"Denis Bland Nature Reserve","TQ235969",523500,196900,,"England",,1,2013,2013,"UKBMS"
4027,"Danemead Nature Reserve","TL346079",534600,207900,,"England",,8,2013,2020,"UKBMS"
4028,"Broxbourne Wood","TL324072",532400,207200,1700,"England",8,2,2014,2015,"UKBMS"
4029,"Panshanger Park","TL299124",529900,212400,4390,"England",10,1,2014,2014,"UKBMS"
4030,"Great Ashby Park 2014","TL267267",526700,226700,800,"England",7,1,2014,2014,"UKBMS"
4031,"Tottenham Wildmarsh West","TQ351905",535100,190500,1750,"England",7,4,2014,2020,"UKBMS"
4032,"Fir and Pond Woods","TL277006",527700,200600,2500,"England",7,1,2014,2014,"UKBMS"
4034,"Sherrardspark Wood - Sefton","TL228138",522800,213800,1000,"England",3,2,2014,2016,"UKBMS"
4035,"Halsey Field","TL042088",504200,208800,1810,"England",8,6,2015,2020,"UKBMS"
4036,"Batford Springs","TL145150",514500,215000,2000,"England",10,3,2015,2019,"UKBMS"
4037,"Heartwood Forest - Transect 2","TL171123",517100,212300,3100,"England",5,6,2015,2020,"UKBMS"
4038,"Panshanger - Arable field west","TL298129",529800,212900,500,"England",3,3,2015,2017,"UKBMS"
4039,"Panshanger - Lady Hughes Wood","TL300125",530000,212500,500,"England",4,3,2015,2017,"UKBMS"
4040,"Panshanger - Rifle Butts","TL299122",529900,212200,500,"England",4,3,2015,2017,"UKBMS"
4041,"Panshanger - Chisel Shelf","TL294121",529400,212100,500,"England",3,2,2015,2016,"UKBMS"
4042,"London Zoo","TQ281834",528100,183400,1600,"England",5,5,2015,2019,"UKBMS"
4043,"Pinn Meadow","TQ094880",509400,188000,1300,"England",5,1,2015,2015,"UKBMS"
4044,"Totteridge Fields","TQ222940",522200,194000,1065,"England",6,5,2016,2020,"UKBMS"
4045,"Hedgeswood Common to Hoo Wood","TL031131",503100,213100,2250,"England",9,5,2016,2020,"UKBMS"
4046,"Broxbourne west ride","TL325070",532500,207000,800,"England",2,5,2016,2020,"UKBMS"
4047,"Harmondsworth Moor","TQ050775",505000,177500,3000,"England",15,1,2016,2016,"UKBMS"
4048,"Aldbury Nowers N1","SP949138",494900,213800,230,"England",4,5,2016,2020,"UKBMS"
4050,"Bencroft Field","TL330062",533000,206200,300,"England",1,5,2016,2020,"UKBMS"
4051,"London Zoo Car Park","TQ283836",528300,183600,780,"England",4,4,2016,2019,"UKBMS"
4052,"Knebworth Woods","TL227227",522700,222700,,"England",,4,2017,2020,"UKBMS"
4053,"Wolf Fields","TQ128786",512800,178600,,"England",,1,2017,2017,"UKBMS"
4054,"Osterley Park","TQ145780",514500,178000,1748,"England",7,3,2018,2020,"UKBMS"
4055,"Long Deans Nature Reserve","TL074048",507400,204800,1870,"England",10,1,2019,2019,"UKBMS"
4056,"Chorleywood Common 2019","TQ029958",502900,195800,3500,"England",15,2,2019,2020,"UKBMS"
4058,"Northaw Great Wood Bridleway","TL282039",528200,203900,1900,"England",6,2,2019,2020,"UKBMS"
4059,"Northaw Great Wood Middleway","TL280043",528000,204300,900,"England",5,2,2019,2020,"UKBMS"
4060,"Alexandra Park","TQ302903",530200,190300,1600,"England",6,2,2019,2020,"UKBMS"
4061,"Norton Common LGC","TL218333",521800,233300,1971,"England",15,1,2020,2020,"UKBMS"
4100,"Bonne Terre","WA564073",384457,-20461,,"Channel Isles",6,10,2008,2020,"UKBMS"
4101,"Longis","WA599081",387967,-19708,,"Channel Isles",12,11,2008,2020,"UKBMS"
4102,"Trois Vaux","WA556062",383642,-21551,,"Channel Isles",6,11,2008,2020,"UKBMS"
4103,"Blaye","WA575065",385546,-21276,2929,"Channel Isles",10,9,2009,2020,"UKBMS"
4104,"Community Woodland","WA585077",386562,-20089,,"Channel Isles",12,7,2010,2020,"UKBMS"
4200,"Castle Semple Country Park","NS367600",236700,660000,3207,"Scotland",10,11,2010,2020,"UKBMS"
4201,"Earshaig","NT048026",304800,602600,1200,"Scotland",12,5,2010,2015,"UKBMS"
4202,"Glasdrum Mountain Ringlet","NM996463",199600,746300,2000,"Scotland",2,15,2002,2020,"UKBMS"
4203,"Greenock Cut","NS247720",224700,672000,2300,"Scotland",12,11,2010,2020,"UKBMS"
4204,"Lower Meadow Valleyfield","NT004862",300400,686200,1392,"Scotland",9,2,2010,2011,"UKBMS"
4205,"RSPB Lochwinnoch","NS358581",235800,658100,1800,"Scotland",7,1,2010,2010,"UKBMS"
4206,"Castlehill","ND194684",319400,968400,3498,"Scotland",12,10,2010,2019,"UKBMS"
4207,"Haddington Clerkington","NT508732",350800,673200,2646,"Scotland",8,9,2011,2019,"UKBMS"
4208,"Glen Ogle","NN580256",258000,725600,1900,"Scotland",10,4,2008,2011,"UKBMS"
4209,"Garscube Colliery","NS571696",257100,669600,1000,"Scotland",6,1,2011,2011,"UKBMS"
4210,"Hurlethill","NS513614",251300,661400,2100,"Scotland",8,10,2011,2020,"UKBMS"
4211,"Robroyston Park LNR","NS629681",262900,668100,1845,"Scotland",10,9,2011,2019,"UKBMS"
4212,"Lochgoin Reservoir","NS535474",253500,647400,1040,"Scotland",8,4,2011,2018,"UKBMS"
4213,"Southannan Sands","NS195522",219500,652200,3100,"Scotland",10,4,2011,2014,"UKBMS"
4214,"Archerfield","NT517841",351700,684100,2149,"Scotland",8,8,2012,2019,"UKBMS"
4215,"Hopetoun House Transect one","NT088790",308800,679000,2225,"Scotland",12,6,2012,2019,"UKBMS"
4216,"Hopetoun House Transect Two","NT088790",308800,679000,1620,"Scotland",9,6,2012,2019,"UKBMS"
4217,"Uphall to Almondell Viaduct","NT075697",307500,669700,3050,"Scotland",8,1,2012,2012,"UKBMS"
4218,"Ettrick Water, Selkirk","NT467293",346700,629300,1740,"Scotland",11,1,2012,2012,"UKBMS"
4219,"Kelvingrove Park","NS568662",256800,666200,1977,"Scotland",13,1,2012,2012,"UKBMS"
4220,"Malls Mire","NS603621",260300,662100,790,"Scotland",7,1,2012,2012,"UKBMS"
4221,"Langlands Moss LNR","NS634514",263400,651400,2000,"Scotland",8,8,2013,2020,"UKBMS"
4222,"Ballinlaggan","NH948245",294800,824500,1000,"Scotland",5,8,2013,2020,"UKBMS"
4223,"Hogganfield Park LNR","NS645671",264500,667100,,"Scotland",,7,2013,2020,"UKBMS"
4224,"Rogart Quarry","NC742015",274200,901500,,"Scotland",,8,2013,2020,"UKBMS"
4225,"Lein - Binn Hill forest","NJ320660",332000,866000,,"Scotland",,2,2013,2014,"UKBMS"
4226,"Ardochrig Hill","NS637469",263700,646900,,"Scotland",,8,2013,2020,"UKBMS"
4227,"Beinn Eighe","NH025620",202500,862000,,"Scotland",,5,2013,2020,"UKBMS"
4228,"Inverinan","NM990179",199000,717900,,"Scotland",,4,2013,2016,"UKBMS"
4229,"Leanachan, Spean Bridge","NN240796",224000,779600,,"Scotland",,6,2013,2018,"UKBMS"
4230,"Loch Avich","NM961147",196100,714700,,"Scotland",,4,2013,2016,"UKBMS"
4231,"Torlundy","NN160782",216000,778200,,"Scotland",,6,2013,2018,"UKBMS"
4232,"Glen Loy Oakwood","NN138828",213800,782800,,"Scotland",,5,2013,2020,"UKBMS"
4233,"Clunes Forest","NN205886",220500,788600,,"Scotland",,4,2013,2017,"UKBMS"
4234,"Allean Forest West","NN852601",285200,760100,,"Scotland",,6,2013,2018,"UKBMS"
4235,"Allean Forest East","NN874604",287400,760400,,"Scotland",,4,2013,2017,"UKBMS"
4236,"Callop River","NM922794",192200,779400,,"Scotland",,8,2013,2020,"UKBMS"
4237,"Cadderlie, Loch Etive","NN056387",205600,738700,,"Scotland",,5,2013,2018,"UKBMS"
4238,"Cambus O' May","NO400982",340000,798200,,"Scotland",,6,2013,2018,"UKBMS"
4240,"Dahl","NM792684",179200,768400,,"Scotland",,6,2013,2018,"UKBMS"
4241,"Loch Achonachie","NH435551",243500,855100,,"Scotland",,5,2013,2017,"UKBMS"
4242,"Barrs, Loch Etive","NN071401",207100,740100,,"Scotland",,5,2013,2018,"UKBMS"
4243,"Tummel Bridge West","NN771594",277100,759400,,"Scotland",,6,2013,2018,"UKBMS"
4244,"Kippen - Settie/Claylands","NS637943",263700,694300,,"Scotland",,1,2013,2013,"UKBMS"
4245,"Loch Garve","NH411602",241100,860200,,"Scotland",,5,2013,2017,"UKBMS"
4246,"Black Craig PBF Timed Count 1","NN578925",257800,792500,,"Scotland",,6,2013,2018,"UKBMS"
4247,"Black Craig PBF Timed Count 2","NN575922",257500,792200,,"Scotland",,6,2013,2018,"UKBMS"
4248,"Tummel Bridge East","NN791596",279100,759600,,"Scotland",,5,2013,2018,"UKBMS"
4249,"Inver Plantation, Braemar","NO212923",321200,792300,,"Scotland",,6,2013,2018,"UKBMS"
4250,"The Black Wood Laggan","NN573912",257300,791200,,"Scotland",,6,2013,2018,"UKBMS"
4251,"Mersehead RSPB","NX930556",293000,555600,2700,"Scotland",6,6,2014,2020,"UKBMS"
4252,"Glen Creran - Powerline","NN039487",203900,748700,3500,"Scotland",13,6,2014,2019,"UKBMS"
4253,"Cardowan Moss LNR","NS654672",265400,667200,2600,"Scotland",11,5,2014,2019,"UKBMS"
4254,"Ullapool","NH125944",212500,894400,1680,"Scotland",10,4,2014,2020,"UKBMS"
4255,"Kincraig, Fife","NT468999",346800,699900,1130,"Scotland",6,4,2015,2020,"UKBMS"
4256,"Glen Creran - Clansman Trail","NN033490",203300,749000,850,"Scotland",4,6,2014,2019,"UKBMS"
4257,"Preston Mill","NT594778",359400,677800,1995,"Scotland",8,5,2014,2019,"UKBMS"
4259,"Cambus Village Pools","NS853935",285300,693500,1000,"Scotland",3,7,2014,2020,"UKBMS"
4260,"Balanton, Aberfoyle","NN530005",253000,700500,1810,"Scotland",9,1,2014,2014,"UKBMS"
4261,"Red Fox Valley","NS779738",277900,673800,698,"Scotland",12,1,2014,2014,"UKBMS"
