SPECIES CODE,SPECIES,COMMON NAME,YEAR,NO. SITES,COLLATED INDEX,YEAR RANK,TIME PERIOD,COUNTRY
34,"Colias croceus","Clouded Yellow",2003,505,2.78,7,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2004,513,2.54,12,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2005,542,2.37,15,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2006,587,3.17,3,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2007,611,2.43,14,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2008,632,1.3,33,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2009,758,2.31,16,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2010,750,1.68,28,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2011,747,1.77,27,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2012,762,1.31,32,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2013,838,2.89,5,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2014,897,2.72,8,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2015,966,2.24,19,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2016,960,2.31,16,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2017,1002,2.17,21,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2018,1040,2.25,18,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2019,1028,2.22,20,"1976-2020","UK"
34,"Colias croceus","Clouded Yellow",2020,857,2.44,13,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1978,15,2.03,22,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1979,20,2.07,18,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1980,23,1.97,26,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1981,24,1.5,42,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1982,26,1.53,41,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1983,30,1.47,43,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1984,29,2.03,22,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1985,33,2.11,12,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1986,37,2.44,1,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1987,41,2.44,1,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1988,47,2.28,3,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1989,60,2.25,5,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1990,67,2.09,16,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1991,74,1.99,25,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1992,83,2.16,8,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1993,91,2.07,18,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1994,91,2.27,4,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1995,110,1.85,34,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1996,118,1.7,40,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1997,121,1.75,38,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1998,121,1.88,33,"1976-2020","UK"
36,"Cupido minimus","Small Blue",1999,125,2.06,20,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2000,137,2.04,21,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2001,137,1.94,29,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2002,142,1.73,39,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2003,150,1.96,27,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2004,155,2.13,10,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2005,165,2.1,15,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2006,176,2.08,17,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2007,187,1.79,37,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2008,202,1.82,35,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2009,226,2.11,12,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2010,224,2.11,12,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2011,234,2.22,6,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2012,224,1.91,31,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2013,241,1.95,28,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2014,261,1.82,35,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2015,282,1.9,32,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2016,288,2.13,10,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2017,301,2.02,24,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2018,322,1.94,29,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2019,327,2.2,7,"1976-2020","UK"
36,"Cupido minimus","Small Blue",2020,287,2.16,8,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1979,5,1.06,42,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1980,5,1.83,37,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1981,5,1.5,40,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1982,6,1.87,33,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1983,6,1.32,41,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1984,6,1.55,39,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1985,7,2.13,15,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1986,7,2.19,5,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1987,7,2.31,1,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1988,9,2.16,10,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1989,12,2.04,25,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1990,12,1.99,27,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1991,12,2.17,7,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1992,15,2.17,7,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1993,13,2.1,19,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1994,16,2.28,2,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1995,18,2.19,5,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1996,20,2.17,7,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1997,19,2.1,19,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1998,20,2.06,23,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",1999,21,2.08,22,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2000,22,2.12,18,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2001,20,2.16,10,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2002,27,2.16,10,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2003,28,2.25,4,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2004,35,2.15,13,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2005,35,2.13,15,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2006,33,2.06,23,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2007,45,1.87,33,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2008,38,1.92,31,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2009,51,2,26,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2010,47,2.1,19,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2011,58,2.13,15,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2012,45,2.27,3,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2013,49,2.15,13,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2014,47,1.87,33,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2015,46,1.97,28,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2016,51,1.85,36,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2017,44,1.83,37,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2018,44,1.93,30,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2019,39,1.88,32,"1976-2020","UK"
42,"Erebia aethiops","Scotch Argus",2020,35,1.96,29,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1976,16,2.26,1,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1977,20,1.63,45,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1978,23,1.88,39,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1979,31,2.11,9,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1980,36,2.11,9,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1981,39,1.93,33,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1982,42,2.1,12,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1983,44,2.08,14,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1984,51,2.13,5,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1985,57,2.12,7,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1986,66,2,22,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1987,81,2.11,9,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1988,99,2.15,4,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1989,120,2,22,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1990,138,2.18,2,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1991,151,2,22,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1992,167,1.98,26,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1993,180,1.97,27,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1994,185,1.91,36,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1995,211,2.03,18,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1996,236,1.85,41,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1997,245,2.18,2,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1998,247,1.96,28,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",1999,251,1.94,31,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2000,275,1.89,38,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2001,257,1.85,41,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2002,295,1.95,30,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2003,333,1.93,33,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2004,335,1.99,25,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2005,344,1.94,31,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2006,356,1.84,43,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2007,379,1.86,40,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2008,392,1.79,44,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2009,417,1.93,33,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2010,422,2.04,16,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2011,436,2.13,5,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2012,405,2.03,18,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2013,446,2.01,20,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2014,490,2.09,13,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2015,558,2.08,14,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2016,580,2.01,20,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2017,604,1.91,36,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2018,642,1.96,28,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2019,654,2.04,16,"1976-2020","UK"
46,"Erynnis tages","Dingy Skipper",2020,570,2.12,7,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1981,9,1.53,38,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1982,10,2.53,2,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1983,13,2.63,1,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1984,18,2.16,12,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1985,22,1.64,36,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1986,24,1.5,39,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1987,26,1.75,32,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1988,34,1.73,34,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1989,41,1.74,33,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1990,45,2.07,15,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1991,60,2.18,11,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1992,61,2.16,12,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1993,78,2.22,9,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1994,91,2.29,6,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1995,100,1.78,31,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1996,103,1.95,23,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1997,126,1.83,30,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1998,116,1.61,37,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",1999,116,2.06,16,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2000,108,2.28,7,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2001,99,2.47,3,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2002,112,1.95,23,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2003,103,1.98,22,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2004,113,1.9,26,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2005,126,2.2,10,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2006,125,2.35,4,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2007,142,2.04,19,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2008,142,1.7,35,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2009,156,1.99,21,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2010,156,2.3,5,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2011,157,1.89,27,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2012,150,1.44,40,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2013,161,1.92,25,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2014,173,2.26,8,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2015,195,2.06,16,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2016,195,2,20,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2017,211,1.88,28,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2018,217,2.05,18,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2019,220,2.11,14,"1976-2020","UK"
50,"Euphydryas aurinia","Marsh Fritillary",2020,184,1.86,29,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1976,23,2.81,1,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1977,27,1.98,24,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1978,30,2.23,7,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1979,37,1.98,24,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1980,40,1.89,32,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1981,41,2.62,2,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1982,42,1.99,22,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1983,49,2.53,3,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1984,58,2.31,5,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1985,64,1.55,42,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1986,69,1.5,44,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1987,81,1.52,43,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1988,93,1.33,45,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1989,109,1.71,40,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1990,125,1.89,32,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1991,143,1.9,30,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1992,163,2.02,19,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1993,170,2.04,16,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1994,188,2,21,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1995,219,2.15,10,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1996,249,2.14,14,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1997,260,2.13,15,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1998,275,2.2,8,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",1999,275,2.15,10,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2000,290,2.15,10,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2001,276,1.99,22,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2002,310,2.24,6,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2003,336,1.89,32,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2004,339,2.15,10,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2005,348,1.9,30,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2006,360,1.95,27,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2007,389,1.74,39,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2008,414,1.86,35,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2009,484,1.96,26,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2010,501,1.95,27,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2011,495,2.01,20,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2012,499,1.71,40,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2013,527,2.04,16,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2014,565,1.75,38,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2015,613,1.77,37,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2016,623,1.82,36,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2017,672,1.94,29,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2018,712,2.4,4,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2019,721,2.03,18,"1976-2020","UK"
116,"Favonius quercus","Purple Hairstreak",2020,603,2.17,9,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1976,35,2.11,6,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1977,47,2.11,6,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1978,51,1.97,25,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1979,61,1.93,33,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1980,68,1.92,34,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1981,70,1.83,43,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1982,75,2.03,21,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1983,86,2,23,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1984,98,2.1,10,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1985,106,2.08,12,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1986,113,1.84,42,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1987,135,1.76,44,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1988,155,1.92,34,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1989,188,1.86,40,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1990,216,1.92,34,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1991,237,2.08,12,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1992,268,2.11,6,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1993,293,1.95,28,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1994,313,1.85,41,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1995,377,1.95,28,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1996,403,2.13,4,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1997,437,2.04,20,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1998,447,1.95,28,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",1999,475,1.92,34,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2000,515,2.06,16,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2001,477,1.97,25,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2002,575,1.96,27,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2003,615,1.92,34,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2004,612,2.07,15,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2005,638,2.05,18,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2006,675,2.06,16,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2007,791,2.01,22,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2008,816,1.88,39,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2009,1123,1.99,24,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2010,1128,1.94,32,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2011,1137,1.95,28,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2012,1169,1.75,45,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2013,1278,2.08,12,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2014,1387,2.15,3,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2015,1519,2.19,2,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2016,1596,2.05,18,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2017,1744,2.09,11,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2018,1821,2.11,6,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2019,1911,2.23,1,"1976-2020","UK"
54,"Gonepteryx rhamni","Brimstone",2020,1615,2.12,5,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1979,10,2.3,3,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1980,13,2.25,5,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1981,15,1.99,23,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1982,17,1.81,37,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1983,21,2.04,16,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1984,23,2.09,10,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1985,26,1.96,26,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1986,28,1.78,38,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1987,34,2.02,19,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1988,36,1.99,23,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1989,41,2.08,12,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1990,44,2.34,1,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1991,51,2.34,1,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1992,53,2.29,4,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1993,67,2.03,18,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1994,78,1.93,29,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1995,78,2.04,16,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1996,74,2,21,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1997,86,2.1,6,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1998,85,2.1,6,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",1999,83,1.94,27,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2000,91,2.05,14,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2001,72,2.07,13,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2002,91,1.91,31,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2003,94,1.75,41,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2004,91,1.92,30,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2005,88,1.75,41,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2006,97,1.85,35,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2007,93,1.76,40,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2008,102,1.83,36,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2009,104,1.88,32,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2010,101,1.94,27,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2011,112,2.1,6,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2012,101,1.86,34,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2013,107,1.88,32,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2014,111,2.01,20,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2015,113,1.97,25,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2016,121,2.05,14,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2017,122,1.78,38,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2018,126,2,21,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2019,108,2.09,10,"1976-2020","UK"
56,"Hamearis lucina","Duke of Burgundy",2020,96,2.1,6,"1976-2020","UK"
58,"Hesperia comma","Silver-spotted Skipper",1979,9,1.25,41,"1976-2020","UK"
58,"Hesperia comma","Silver-spotted Skipper",1980,11,1.84,32,"1976-2020","UK"
58,"Hesperia comma","Silver-spotted Skipper",1981,11,1.51,38,"1976-2020","UK"
58,"Hesperia comma","Silver-spotted Skipper",1982,12,1.1,42,"1976-2020","UK"
58,"Hesperia comma","Silver-spotted Skipper",1983,13,1.48,39,"1976-2020","UK"
58,"Hesperia comma","Silver-spotted Skipper",1984,14,1.99,26,"1976-2020","UK"
